,movieId,genres,Title,year_released
2097,2791,comedy,Airplane! ,1980
2098,2792,comedy,Airplane II: The Sequel ,1982
2099,2793,"comedy, horror, romance, thriller","American Werewolf in Paris, An ",1997
2100,2794,"adventure, comedy, romance",European Vacation ,aka National Lampoon's European Vacation (1985
2101,2795,comedy,National Lampoon's Vacation ,1983
2102,2796,comedy,Funny Farm ,1988
2103,2797,"comedy, drama, fantasy, romance",Big ,1988
2104,2798,"children, comedy",Problem Child ,1990
2105,2799,comedy,Problem Child 2 ,1991
2106,2800,"adventure, animation, children, drama, fantasy",Little Nemo: Adventures in Slumberland ,1992
2107,2801,"drama, romance",Oscar and Lucinda ,a.k.a. Oscar & Lucinda (1997
2108,2802,"action, drama, romance, thriller",Tequila Sunrise ,1988
2109,2803,"crime, drama, mystery, romance, thriller","Pelican Brief, The ",1993
2110,2804,"children, comedy","Christmas Story, A ",1983
2111,2805,"comedy, romance",Mickey Blue Eyes ,1999
2112,2806,"comedy, thriller",Teaching Mrs. Tingle ,1999
2113,2807,"action, sci-fi",Universal Soldier: The Return ,1999
2114,2808,"action, sci-fi",Universal Soldier ,1992
2115,2810,"animation, horror, mystery, thriller",Perfect Blue ,1997
2116,2812,"action, thriller",In Too Deep ,1999
2117,2813,documentary,"Source, The ",1999
2118,2815,"action, war",Iron Eagle ,1986
2119,2816,"action, war",Iron Eagle II ,1988
2120,2817,action,Aces: Iron Eagle III ,1992
2121,2818,"action, war",Iron Eagle IV ,1995
2122,2819,"drama, mystery, romance, thriller",Three Days of the Condor ,3 Days of the Condor (1975
2123,2820,drama,Hamlet ,1964
2124,2822,"adventure, romance",Medicine Man ,1992
2125,2824,"documentary, drama",On the Ropes ,1999
2126,2826,"action, adventure, fantasy","13th Warrior, The ",1999
2127,2827,"horror, sci-fi, thriller","Astronaut's Wife, The ",1999
2128,2828,"children, comedy",Dudley Do-Right ,1999
2129,2829,comedy,"Muse, The ",1999
2130,2835,"action, adventure, comedy, thriller",Chill Factor ,1999
2131,2836,comedy,Outside Providence ,1999
2132,2837,"comedy, romance",Bedrooms & Hallways ,1998
2133,2839,drama,West Beirut ,West Beyrouth (1998
2134,2840,"drama, thriller",Stigmata ,1999
2135,2841,"horror, mystery, thriller",Stir of Echoes ,1999
2136,2843,"comedy, romance","Black Cat, White Cat ","Crna macka, beli macor (1998"
2137,2844,"drama, mystery","Minus Man, The ",1999
2138,2846,"adventure, children, comedy, drama","Adventures of Milo and Otis, The ",Koneko monogatari (1986
2139,2847,"adventure, drama, romance",Only Angels Have Wings ,1939
2140,2848,drama,Othello ,"Tragedy of Othello: The Moor of Venice, The (1952"
2141,2851,"adventure, sci-fi, thriller",Saturn 3 ,1980
2142,2852,drama,"Soldier's Story, A ",1984
2143,2856,thriller,I Saw What You Did ,1965
2144,2857,"adventure, animation, comedy, fantasy, musical",Yellow Submarine ,1968
2145,2858,"drama, romance",American Beauty ,1999
2146,2859,"documentary, musical",Stop Making Sense ,1984
2147,2860,comedy,Blue Streak ,1999
2148,2861,"comedy, drama",For Love of the Game ,1999
2149,2862,drama,Caligula ,1979
2150,2863,"adventure, comedy, musical","Hard Day's Night, A ",1964
2151,2865,comedy,Sugar Town ,1999
2152,2866,drama,"Buddy Holly Story, The ",1978
2153,2867,"comedy, horror, thriller",Fright Night ,1985
2154,2868,horror,Fright Night Part II ,1988
2155,2870,comedy,Barefoot in the Park ,1967
2156,2871,"adventure, drama, thriller",Deliverance ,1972
2157,2872,"adventure, fantasy",Excalibur ,1981
2158,2874,"comedy, musical, romance","Pajama Game, The ",1957
2159,2875,"drama, mystery, romance",Sommersby ,1993
2160,2876,"animation, children, fantasy",Thumbelina ,1994
2161,2877,musical,Tommy ,1975
2162,2878,horror,Hell Night ,1981
2163,2879,"action, adventure, comedy",Armour of God II: Operation Condor ,Operation Condor (Fei ying gai wak (1991
2164,2880,"action, adventure, comedy",Armour of God ,Long xiong hu di (1987
2165,2881,"action, crime, drama, thriller",Double Jeopardy ,1999
2166,2882,drama,Jakob the Liar ,1999
2167,2883,"comedy, drama",Mumford ,1999
2168,2884,"comedy, romance",Dog Park ,1998
2169,2885,"drama, romance",Guinevere ,1999
2170,2886,"children, comedy","Adventures of Elmo in Grouchland, The ",1999
2171,2887,"action, comedy",Simon Sez ,1999
2172,2888,"comedy, romance",Drive Me Crazy ,1999
2173,2889,"comedy, drama","Mystery, Alaska ",1999
2174,2890,"action, adventure, comedy, drama, war",Three Kings ,1999
2175,2891,comedy,"Happy, Texas ",1999
2176,2892,"action, drama",New Rose Hotel ,1998
2177,2893,"action, adventure, drama",Plunkett & MaCleane ,1999
2178,2894,"drama, romance",Romance ,1999
2179,2896,western,Alvarez Kelly ,1966
2180,2897,"comedy, war",And the Ship Sails On ,E la nave va (1983
2181,2898,"horror, mystery","Dark Half, The ",1993
2182,2899,"adventure, animation, children",Gulliver's Travels ,1939
2183,2900,"horror, sci-fi",Monkey Shines ,1988
2184,2901,"horror, sci-fi",Phantasm ,1979
2185,2902,"horror, mystery, thriller",Psycho II ,1983
2186,2903,"horror, thriller",Psycho III ,1986
2187,2905,"action, adventure, drama",Sanjuro ,Tsubaki Sanjûrô (1962
2188,2906,"drama, romance",Random Hearts ,1999
2189,2907,comedy,Superstar ,1999
2190,2908,drama,Boys Don't Cry ,1999
2191,2912,"crime, drama, thriller","Limey, The ",1999
2192,2915,comedy,Risky Business ,1983
2193,2916,"action, adventure, sci-fi, thriller",Total Recall ,1990
2194,2917,"crime, thriller",Body Heat ,1981
2195,2918,comedy,Ferris Bueller's Day Off ,1986
2196,2919,"drama, romance, war","Year of Living Dangerously, The ",1982
2197,2921,western,High Plains Drifter ,1973
2198,2922,"crime, drama, western",Hang 'Em High ,1968
2199,2924,"action, comedy",Drunken Master ,Jui kuen (1978
2200,2925,drama,"Conformist, The ","Conformista, Il (1970"
2201,2926,"comedy, drama",Hairspray ,1988
2202,2927,"drama, romance",Brief Encounter ,1946
2203,2928,drama,"Razor's Edge, The ",1984
2204,2929,"drama, romance",Reds ,1981
2205,2930,documentary,Return with Honor ,1998
2206,2931,"comedy, crime, drama, fantasy",Time of the Gypsies ,Dom za vesanje (1989
2207,2932,drama,Days of Heaven ,1978
2208,2935,"comedy, romance","Lady Eve, The ",1941
2209,2936,"adventure, comedy, romance",Sullivan's Travels ,1941
2210,2937,comedy,"Palm Beach Story, The ",1942
2211,2939,"drama, thriller",Niagara ,1953
2212,2940,"drama, film-noir, mystery, romance",Gilda ,1946
2213,2941,"musical, romance, war",South Pacific ,1958
2214,2942,"drama, romance",Flashdance ,1983
2215,2943,"drama, romance",Indochine ,1992
2216,2944,"action, drama, war","Dirty Dozen, The ",1967
2217,2946,"comedy, musical",Help! ,1965
2218,2947,"action, adventure, thriller",Goldfinger ,1964
2219,2948,"action, adventure, thriller",From Russia with Love ,1963
2220,2949,"action, adventure, thriller",Dr. No ,1962
2221,2950,"adventure, drama, romance","Blue Lagoon, The ",1980
2222,2951,"action, western","Fistful of Dollars, A ",Per un pugno di dollari (1964
2223,2952,"crime, drama, thriller",Sydney ,Hard Eight (1996
2224,2953,"children, comedy",Home Alone 2: Lost in New York ,1992
2225,2956,"action, crime, thriller",Someone to Watch Over Me ,1987
2226,2959,"action, crime, drama, thriller",Fight Club ,1999
2227,2961,"comedy, drama","Story of Us, The ",1999
2228,2962,"comedy, romance",Fever Pitch ,1997
2229,2964,drama,Julien Donkey-Boy ,1999
2230,2965,action,"Omega Code, The ",1999
2231,2966,"adventure, drama","Straight Story, The ",1999
2232,2967,"drama, thriller","Bad Seed, The ",1956
2233,2968,"adventure, comedy, fantasy, sci-fi",Time Bandits ,1981
2234,2969,"drama, romance","Man and a Woman, A ",Un homme et une femme (1966
2235,2970,"adventure, drama",Fitzcarraldo ,1982
2236,2971,"drama, fantasy, musical",All That Jazz ,1979
2237,2972,"drama, war",Red Sorghum ,Hong gao liang (1987
2238,2973,"comedy, crime, drama",Crimes and Misdemeanors ,1989
2239,2974,"horror, thriller",Bats ,1999
2240,2975,"comedy, drama","Best Man, The ",1999
2241,2976,drama,Bringing Out the Dead ,1999
2242,2977,"comedy, drama",Crazy in Alabama ,1999
2243,2978,"comedy, romance",Three to Tango ,1999
2244,2979,drama,Body Shots ,1999
2245,2982,"horror, thriller","Guardian, The ",1990
2246,2983,thriller,"Ipcress File, The ",1965
2247,2984,documentary,On Any Sunday ,1971
2248,2985,"action, crime, drama, sci-fi, thriller",RoboCop ,1987
2249,2986,"action, crime, sci-fi, thriller",RoboCop 2 ,1990
2250,2987,"adventure, animation, children, comedy, crime, fantasy, mystery",Who Framed Roger Rabbit? ,1988
2251,2988,drama,Melvin and Howard ,1980
2252,2989,"action, adventure, thriller",For Your Eyes Only ,1981
2253,2990,"action, adventure, thriller",Licence to Kill ,1989
2254,2991,"action, adventure, thriller",Live and Let Die ,1973
2255,2992,"horror, thriller",Rawhead Rex ,1986
2256,2993,"action, adventure, thriller",Thunderball ,1965
2257,2995,"horror, thriller",House on Haunted Hill ,1999
2258,2996,drama,Music of the Heart ,1999
2259,2997,"comedy, drama, fantasy",Being John Malkovich ,1999
2260,3000,"action, adventure, animation, drama, fantasy",Princess Mononoke ,Mononoke-hime (1997
2261,3002,documentary,My Best Fiend ,Mein liebster Feind (1999
2262,3003,"comedy, drama, romance, war",Train of Life ,Train de vie (1998
2263,3004,"comedy, romance","Bachelor, The ",1999
2264,3005,thriller,"Bone Collector, The ",1999
2265,3006,"drama, thriller","Insider, The ",1999
2266,3007,documentary,American Movie ,1999
2267,3008,"drama, sci-fi",Last Night ,1998
2268,3010,drama,Rosetta ,1999
2269,3011,drama,"They Shoot Horses, Don't They? ",1969
2270,3013,"comedy, horror",Bride of Re-Animator ,1990
2271,3014,comedy,Bustin' Loose ,1981
2272,3015,thriller,Coma ,1978
2273,3016,horror,Creepshow ,1982
2274,3017,horror,Creepshow 2 ,1987
2275,3018,"comedy, horror, sci-fi",Re-Animator ,1985
2276,3019,"crime, drama",Drugstore Cowboy ,1989
2277,3020,"action, drama",Falling Down ,1993
2278,3021,horror,"Funhouse, The ",1981
2279,3022,"comedy, war","General, The ",1926
2280,3024,"horror, sci-fi",Piranha ,1978
2281,3028,comedy,"Taming of the Shrew, The ",1967
2282,3029,"action, drama",Nighthawks ,1981
2283,3030,"action, adventure",Yojimbo ,1961
2284,3031,comedy,Repossessed ,1990
2285,3032,"action, drama, sci-fi, thriller","Omega Man, The ",1971
2286,3033,"comedy, sci-fi",Spaceballs ,1987
2287,3034,"adventure, animation, children, comedy, musical",Robin Hood ,1973
2288,3035,"comedy, drama, war",Mister Roberts ,1955
2289,3036,"adventure, drama",Quest for Fire ,"Guerre du feu, La (1981"
2290,3037,western,Little Big Man ,1970
2291,3038,drama,"Face in the Crowd, A ",1957
2292,3039,comedy,Trading Places ,1983
2293,3040,comedy,Meatballs ,1979
2294,3041,comedy,Meatballs Part II ,1984
2295,3042,comedy,Meatballs III ,1987
2296,3043,comedy,Meatballs 4 ,1992
2297,3044,"mystery, romance, thriller",Dead Again ,1991
2298,3045,"comedy, drama",Peter's Friends ,1992
2299,3046,"comedy, romance","Incredibly True Adventure of Two Girls in Love, The ",1995
2300,3048,comedy,Under the Rainbow ,1981
2301,3051,"comedy, drama",Anywhere But Here ,1999
2302,3052,"adventure, comedy, fantasy",Dogma ,1999
2303,3053,"drama, war","Messenger: The Story of Joan of Arc, The ",1999
2304,3054,"adventure, animation, children, fantasy, sci-fi",Pokémon: The First Movie ,1998
2305,3055,thriller,Felicia's Journey ,1999
2306,3056,"crime, drama, thriller",Oxygen ,1999
2307,3057,comedy,Where's Marlowe? ,1998
2308,3060,"comedy, drama, musical","Commitments, The ",1991
2309,3061,"comedy, musical",Holiday Inn ,1942
2310,3062,"action, drama, war","Longest Day, The ",1962
2311,3063,"drama, thriller",Poison Ivy ,1992
2312,3064,"drama, thriller",Poison Ivy: New Seduction ,1997
2313,3066,"action, drama, war",Tora! Tora! Tora! ,1970
2314,3067,"comedy, drama",Women on the Verge of a Nervous Breakdown ,Mujeres al borde de un ataque de nervios (1988
2315,3068,"drama, mystery","Verdict, The ",1982
2316,3070,"adventure, comedy, sci-fi","Adventures of Buckaroo Banzai Across the 8th Dimension, The ",1984
2317,3071,"comedy, drama",Stand and Deliver ,1988
2318,3072,"comedy, romance",Moonstruck ,1987
2319,3073,"drama, romance","Sandpiper, The ",1965
2320,3074,western,Jeremiah Johnson ,1972
2321,3075,"drama, horror",Repulsion ,1965
2322,3076,comedy,Irma la Douce ,1963
2323,3077,documentary,42 Up ,1998
2324,3078,drama,Liberty Heights ,1999
2325,3079,"comedy, drama, romance",Mansfield Park ,1999
2326,3081,"fantasy, horror, mystery, romance",Sleepy Hollow ,1999
2327,3082,"action, adventure, thriller","World Is Not Enough, The ",1999
2328,3083,drama,All About My Mother ,Todo sobre mi madre (1999
2329,3086,"children, comedy, fantasy, musical",Babes in Toyland ,1934
2330,3087,"comedy, fantasy, romance",Scrooged ,1988
2331,3088,"comedy, fantasy",Harvey ,1950
2332,3089,drama,Bicycle Thieves ,a.k.a. The Bicycle Thief (a.k.a. The Bicycle Thieves (Ladri di biciclette (1948
2333,3090,drama,Matewan ,1987
2334,3091,"drama, war",Kagemusha ,1980
2335,3093,"drama, western",McCabe & Mrs. Miller ,1971
2336,3094,"drama, romance",Maurice ,1987
2337,3095,drama,"Grapes of Wrath, The ",1940
2338,3096,comedy,My Man Godfrey ,1957
2339,3097,"comedy, drama, romance","Shop Around the Corner, The ",1940
2340,3098,drama,"Natural, The ",1984
2341,3099,"comedy, drama, romance",Shampoo ,1975
2342,3100,drama,"River Runs Through It, A ",1992
2343,3101,"drama, thriller",Fatal Attraction ,1987
2344,3102,"crime, romance, thriller",Jagged Edge ,1985
2345,3103,"drama, romance",Stanley & Iris ,1990
2346,3104,"action, comedy, crime, thriller",Midnight Run ,1988
2347,3105,"drama, mystery",Awakenings ,1990
2348,3106,"drama, romance",Come See the Paradise ,1990
2349,3107,"action, drama",Backdraft ,1991
2350,3108,"comedy, drama, fantasy, romance","Fisher King, The ",1991
2351,3109,drama,"River, The ",1984
2352,3111,drama,Places in the Heart ,1984
2353,3112,drama,'night Mother ,1986
2354,3113,"action, fantasy, horror, mystery, thriller",End of Days ,1999
2355,3114,"adventure, animation, children, comedy, fantasy",Toy Story 2 ,1999
2356,3115,drama,Flawless ,1999
2357,3117,"drama, romance, war",Ride with the Devil ,1999
2358,3120,comedy,"Distinguished Gentleman, The ",1992
2359,3125,drama,"End of the Affair, The ",1999
2360,3127,"comedy, drama",Holy Smoke ,1999
2361,3129,"comedy, drama",Sweet and Lowdown ,1999
2362,3130,"comedy, crime, drama",Bonfire of the Vanities ,1990
2363,3132,"comedy, drama",Daddy Long Legs ,1919
2364,3134,"drama, war",Grand Illusion ,La grande illusion (1937
2365,3135,drama,"Great Santini, The ",1979
2366,3138,drama,Stealing Home ,1988
2367,3141,drama,"Two Jakes, The ",1990
2368,3142,"documentary, musical",U2: Rattle and Hum ,1988
2369,3143,"drama, war",Hell in the Pacific ,1968
2370,3145,drama,Cradle Will Rock ,1999
2371,3146,comedy,Deuce Bigalow: Male Gigolo ,1999
2372,3147,"crime, drama","Green Mile, The ",1999
2373,3148,drama,"Cider House Rules, The ",1999
2374,3150,"drama, thriller","War Zone, The ",1999
2375,3152,drama,"Last Picture Show, The ",1971
2376,3153,"action, adventure, fantasy","7th Voyage of Sinbad, The ",1958
2377,3155,"drama, romance",Anna and the King ,1999
2378,3156,"drama, romance, sci-fi",Bicentennial Man ,1999
2379,3157,"children, comedy, fantasy",Stuart Little ,1999
2380,3158,drama,"Emperor and the Assassin, The ",Jing ke ci qin wang (1999
2381,3159,"animation, children, musical, imax",Fantasia 2000 ,1999
2382,3160,drama,Magnolia ,1999
2383,3161,"drama, romance",Onegin ,1999
2384,3162,"comedy, drama",Simpatico ,1999
2385,3163,"comedy, drama, musical",Topsy-Turvy ,1999
2386,3165,"action, drama",Boiling Point ,1993
2387,3167,"comedy, drama",Carnal Knowledge ,1971
2388,3168,"adventure, drama",Easy Rider ,1969
2389,3169,"crime, drama, thriller",The Falcon and the Snowman ,1985
2390,3171,drama,Room at the Top ,1959
2391,3173,drama,Any Given Sunday ,1999
2392,3174,"comedy, drama",Man on the Moon ,1999
2393,3175,"adventure, comedy, sci-fi",Galaxy Quest ,1999
2394,3176,"drama, mystery, thriller","Talented Mr. Ripley, The ",1999
2395,3177,comedy,Next Friday ,2000
2396,3178,drama,"Hurricane, The ",1999
2397,3179,drama,Angela's Ashes ,1999
2398,3181,drama,Titus ,1999
2399,3182,documentary,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. ",1999
2400,3183,drama,"Third Miracle, The ",1999
2401,3185,drama,Snow Falling on Cedars ,1999
2402,3186,drama,"Girl, Interrupted ",1999
2403,3189,"children, drama",My Dog Skip ,1999
2404,3190,"adventure, sci-fi, thriller",Supernova ,2000
2405,3192,drama,"Terrorist, The ",a.k.a. Malli (Theeviravaathi (1998
2406,3194,"drama, romance","Way We Were, The ",1973
2407,3196,"drama, war",Stalag 17 ,1953
2408,3197,"action, crime, romance, thriller","Presidio, The ",1988
2409,3198,"crime, drama",Papillon ,1973
2410,3200,"comedy, drama","Last Detail, The ",1973
2411,3201,drama,Five Easy Pieces ,1970
2412,3203,thriller,Dead Calm ,1989
2413,3204,"action, mystery, thriller","Boys from Brazil, The ",1978
2414,3206,romance,Against All Odds ,1984
2415,3208,"action, comedy",Loaded Weapon 1 ,National Lampoon's Loaded Weapon 1 (1993
2416,3210,"comedy, drama, romance",Fast Times at Ridgemont High ,1982
2417,3211,drama,"Cry in the Dark, A ",1988
2418,3213,"animation, children",Batman: Mask of the Phantasm ,1993
2419,3214,drama,American Flyers ,1985
2420,3217,drama,"Star Is Born, A ",1937
2421,3219,"mystery, thriller",Pacific Heights ,1990
2422,3221,drama,"Draughtsman's Contract, The ",1982
2423,3223,drama,"Zed & Two Noughts, A ",1985
2424,3224,drama,Woman in the Dunes ,Suna no onna (1964
2425,3225,"comedy, romance",Down to You ,2000
2426,3230,thriller,"Odessa File, The ",1974
2427,3235,comedy,Where the Buffalo Roam ,1980
2428,3238,thriller,Eye of the Beholder ,1999
2429,3240,comedy,"Big Tease, The ",1999
2430,3241,comedy,"Cup, The ",Phörpa (1999
2431,3243,comedy,Encino Man ,1992
2432,3244,"comedy, romance","Goodbye Girl, The ",1977
2433,3246,drama,Malcolm X ,1992
2434,3247,"comedy, crime",Sister Act ,1992
2435,3248,comedy,Sister Act 2: Back in the Habit ,1993
2436,3249,"drama, thriller","Hand That Rocks the Cradle, The ",1992
2437,3250,drama,Alive ,1993
2438,3251,"drama, mystery",Agnes of God ,1985
2439,3252,drama,Scent of a Woman ,1992
2440,3253,comedy,Wayne's World ,1992
2441,3254,comedy,Wayne's World 2 ,1993
2442,3255,"comedy, drama","League of Their Own, A ",1992
2443,3256,"action, crime, drama, thriller",Patriot Games ,1992
2444,3257,"drama, romance, thriller","Bodyguard, The ",1992
2445,3258,"comedy, fantasy",Death Becomes Her ,1992
2446,3259,"adventure, drama, romance",Far and Away ,1992
2447,3260,drama,Howards End ,1992
2448,3261,"comedy, drama, romance",Singles ,1992
2449,3262,"crime, drama, mystery, thriller",Twin Peaks: Fire Walk with Me ,1992
2450,3263,"comedy, drama",White Men Can't Jump ,1992
2451,3264,"action, comedy, horror",Buffy the Vampire Slayer ,1992
2452,3265,"action, crime, drama, thriller",Hard-Boiled ,Lat sau san taam (1992
2453,3266,"comedy, crime, drama, thriller",Man Bites Dog ,C'est arrivé près de chez vous (1992
2454,3267,"action, crime, thriller, western","Mariachi, El ",1992
2455,3268,"action, comedy",Stop! Or My Mom Will Shoot ,1992
2456,3269,"drama, romance, sci-fi",Forever Young ,1992
2457,3270,"comedy, drama, romance","Cutting Edge, The ",1992
2458,3271,drama,Of Mice and Men ,1992
2459,3272,"crime, drama",Bad Lieutenant ,1992
2460,3273,"comedy, horror, mystery, thriller",Scream 3 ,2000
2461,3274,"drama, thriller",Single White Female ,1992
2462,3275,"action, crime, drama, thriller","Boondock Saints, The ",2000
2463,3276,comedy,Gun Shy ,2000
2464,3280,horror,"Baby, The ",1973
2465,3281,documentary,"Brandon Teena Story, The ",1998
2466,3283,action,Minnie and Moskowitz ,1971
2467,3284,"comedy, mystery, romance",They Might Be Giants ,1971
2468,3285,"adventure, drama","Beach, The ",2000
2469,3286,comedy,Snow Day ,2000
2470,3287,"animation, children","Tigger Movie, The ",2000
2471,3289,drama,Not One Less ,Yi ge dou bu neng shao (1999
2472,3294,horror,Eaten Alive ,1977
2473,3295,drama,Raining Stones ,1993
2474,3296,drama,To Sir with Love ,1967
2475,3298,"crime, drama, thriller",Boiler Room ,2000
2476,3299,"comedy, drama",Hanging Up ,2000
2477,3300,"horror, sci-fi, thriller",Pitch Black ,2000
2478,3301,"comedy, crime","Whole Nine Yards, The ",2000
2479,3302,comedy,Beautiful People ,1999
2480,3303,documentary,Black Tar Heroin: The Dark End of the Street ,2000
2481,3306,comedy,"Circus, The ",1928
2482,3307,"comedy, drama, romance",City Lights ,1931
2483,3308,"comedy, drama","Flamingo Kid, The ",1984
2484,3310,"comedy, drama","Kid, The ",1921
2485,3313,comedy,Class Reunion ,1982
2486,3315,musical,Happy Go Lovely ,1951
2487,3316,"action, thriller",Reindeer Games ,2000
2488,3317,"comedy, drama",Wonder Boys ,2000
2489,3323,"comedy, crime",Chain of Fools ,2000
2490,3324,comedy,Drowning Mona ,2000
2491,3325,"comedy, drama","Next Best Thing, The ",2000
2492,3326,"comedy, sci-fi",What Planet Are You From? ,2000
2493,3327,documentary,Beyond the Mat ,1999
2494,3328,"crime, drama",Ghost Dog: The Way of the Samurai ,1999
2495,3329,"drama, romance",The Year My Voice Broke ,1987
2496,3330,"drama, romance",Splendor in the Grass ,1961
2497,3331,drama,My Tutor ,1983
2498,3334,"crime, drama, film-noir, thriller",Key Largo ,1948
2499,3338,documentary,For All Mankind ,1989
2500,3341,comedy,Born Yesterday ,1950
2501,3342,"drama, war",Birdy ,1984
2502,3344,horror,Blood Feast ,1963
2503,3345,"adventure, children","Charlie, the Lonesome Cougar ",1967
2504,3347,"adventure, drama",Never Cry Wolf ,1983
2505,3350,drama,"Raisin in the Sun, A ",1961
2506,3353,"comedy, romance","Closer You Get, The ",2000
2507,3354,sci-fi,Mission to Mars ,2000
2508,3355,"fantasy, horror, mystery, thriller","Ninth Gate, The ",1999
2509,3357,"drama, romance",East-West ,Est-ouest (1999
2510,3358,"comedy, drama, fantasy, romance",Defending Your Life ,1991
2511,3359,"comedy, drama",Breaking Away ,1979
2512,3360,"drama, romance",Hoosiers ,a.k.a. Best Shot (1986
2513,3361,"comedy, drama, romance",Bull Durham ,1988
2514,3362,"crime, drama",Dog Day Afternoon ,1975
2515,3363,"comedy, drama",American Graffiti ,1973
2516,3364,"crime, film-noir","Asphalt Jungle, The ",1950
2517,3365,"drama, western","Searchers, The ",1956
2518,3368,"romance, western","Big Country, The ",1958
2519,3370,"drama, thriller",Betrayed ,1988
2520,3372,"action, war","Bridge at Remagen, The ",1969
2521,3374,drama,Daughters of the Dust ,1991
2522,3378,drama,"Ogre, The ","Unhold, Der (1996"
2523,3379,drama,On the Beach ,1959
2524,3384,"action, crime","Taking of Pelham One Two Three, The ",1974
2525,3385,comedy,Volunteers ,1985
2526,3386,"drama, mystery, thriller",JFK ,1991
2527,3387,"comedy, mystery",Who's Harry Crumb? ,1989
2528,3388,"children, comedy",Harry and the Hendersons ,1987
2529,3389,"action, adventure",Let's Get Harry ,1986
2530,3390,"adventure, crime, drama, romance",Shanghai Surprise ,1986
2531,3391,comedy,Who's That Girl? ,1987
2532,3392,comedy,She-Devil ,1989
2533,3393,"comedy, fantasy, romance",Date with an Angel ,1987
2534,3394,"comedy, romance",Blind Date ,1987
2535,3395,comedy,Nadine ,1987
2536,3396,"adventure, children, comedy, musical","Muppet Movie, The ",1979
2537,3397,"children, comedy","Great Muppet Caper, The ",1981
2538,3398,"children, comedy, musical","Muppets Take Manhattan, The ",1984
2539,3400,"adventure, animation, children, fantasy",We're Back! A Dinosaur's Story ,1993
2540,3401,"adventure, sci-fi",Baby... Secret of the Lost Legend ,1985
2541,3402,"comedy, drama, romance",Turtle Diary ,1985
2542,3403,"drama, thriller",Raise the Titanic ,1980
2543,3404,"action, drama",Titanic ,1953
2544,3405,"action, drama","Night to Remember, A ",1958
2545,3406,"action, adventure, drama, war",Captain Horatio Hornblower R.N. ,1951
2546,3408,drama,Erin Brockovich ,2000
2547,3409,"drama, thriller",Final Destination ,2000
2548,3410,"comedy, drama",Soft Fruit ,1999
2549,3412,"adventure, children, drama","Bear, The ","Ours, L' (1988"
2550,3414,"drama, romance, war",Love Is a Many-Splendored Thing ,1955
2551,3415,drama,"Mirror, The ",Zerkalo (1975
2552,3417,"adventure, comedy","Crimson Pirate, The ",1952
2553,3418,"adventure, crime, drama",Thelma & Louise ,1991
2554,3420,"drama, thriller",...And Justice for All ,1979
2555,3421,comedy,Animal House ,1978
2556,3422,"comedy, romance",She's Gotta Have It ,1986
2557,3423,drama,School Daze ,1988
2558,3424,drama,Do the Right Thing ,1989
2559,3425,"drama, musical",Mo' Better Blues ,1990
2560,3426,"drama, romance",Jungle Fever ,1991
2561,3428,drama,"Champ, The ",1979
2562,3429,"animation, comedy",Creature Comforts ,1989
2563,3430,"action, crime, drama",Death Wish ,1974
2564,3431,"action, drama",Death Wish 2 ,1982
2565,3432,"action, drama",Death Wish 3 ,1985
2566,3433,"action, drama",Death Wish 4: The Crackdown ,1987
2567,3434,"action, drama",Death Wish 5: The Face of Death ,1994
2568,3435,"crime, drama, film-noir",Double Indemnity ,1944
2569,3436,"drama, romance",Dying Young ,1991
2570,3438,"action, children, comedy, fantasy, sci-fi",Teenage Mutant Ninja Turtles ,1990
2571,3439,"action, children, fantasy",Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991
2572,3440,"action, adventure, children, comedy, fantasy",Teenage Mutant Ninja Turtles III ,1993
2573,3441,"action, drama, war",Red Dawn ,1984
2574,3442,"action, crime, drama",Band of the Hand ,1986
2575,3444,action,Bloodsport ,1988
2576,3445,"mystery, thriller",Eyes of Laura Mars ,1978
2577,3446,"comedy, drama",Funny Bones ,1995
2578,3447,drama,"Good Earth, The ",1937
2579,3448,"comedy, drama, war","Good Morning, Vietnam ",1987
2580,3449,drama,"Good Mother, The ",1988
2581,3450,comedy,Grumpy Old Men ,1993
2582,3451,drama,Guess Who's Coming to Dinner ,1967
2583,3452,"action, crime, romance, thriller",Romeo Must Die ,2000
2584,3453,"drama, romance",Here on Earth ,2000
2585,3454,"comedy, romance",Whatever It Takes ,2000
2586,3455,"drama, thriller",Buddy Boy ,1999
2587,3456,drama,"Color of Paradise, The ",Rang-e khoda (1999
2588,3459,"drama, horror",Gothic ,1986
2589,3461,"adventure, drama, thriller",Lord of the Flies ,1963
2590,3462,"comedy, drama, romance",Modern Times ,1936
2591,3466,"comedy, fantasy",Heart and Souls ,1993
2592,3467,"drama, western",Hud ,1963
2593,3468,drama,"Hustler, The ",1961
2594,3469,drama,Inherit the Wind ,1960
2595,3470,"adventure, drama",Dersu Uzala ,1975
2596,3471,"adventure, drama, sci-fi",Close Encounters of the Third Kind ,1977
2597,3473,comedy,Jonah Who Will Be 25 in the Year 2000 ,Jonas qui aura 25 ans en l'an 2000 (1976
2598,3474,"sci-fi, thriller",Retroactive ,1997
2599,3475,"drama, romance","Place in the Sun, A ",1951
2600,3476,"horror, mystery",Jacob's Ladder ,1990
2601,3477,"comedy, drama",Empire Records ,1995
2602,3478,drama,"Bamba, La ",1987
2603,3479,"adventure, fantasy, romance",Ladyhawke ,1985
